index,job_title,minimum_salary,maximum_salary,rating,company_name,location,headquarters,size,founded,company_age,type_of_ownership,industry,sector,revenue
425,Data Scientist,124000,198000,1.0,Microagility,"New York, NY","Princeton, NJ",1 to 50 employees,0,0,Company - Private,Consulting,Business Services,$2 to $5 billion (USD)
426,Data Scientist,124000,198000,4.1,Coverent,"McLean, VA","McLean, VA",51 to 200 employees,2008,16,Company - Private,Consulting,Business Services,$1 to $5 million (USD)
427,Data Scientist,79000,133000,3.7,Via Transportation,"New York, NY","New York, NY",501 to 1000 employees,2012,12,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
428,Senior Data Scientist,79000,133000,3.5,Benson Hill,"Saint Louis, MO","Saint Louis, MO",201 to 500 employees,2012,12,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
429,Data Scientist,79000,133000,4.6,"Conch Technologies, Inc","Concord, CA","Memphis, TN",51 to 200 employees,0,0,Company - Private,Consulting,Business Services,Unknown / Non-Applicable
430,Data Scientist,79000,133000,1.0,Falcon IT & Staffing Solutions,"Fort Belvoir, VA","Washington, DC",,0,0,Company - Public,,,Unknown / Non-Applicable
431,Data Scientist,79000,133000,1.0,"Rainmaker Resources, LLC","Cincinnati, OH","Cincinnati, OH",1 to 50 employees,0,0,Company - Private,,,Less than $1 million (USD)
432,Data Engineer,79000,133000,4.4,Rocket Lawyer,"San Francisco, CA","San Francisco, CA",51 to 200 employees,2008,16,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
433,Data Scientist,79000,133000,3.6,DataLab USA,"Germantown, MD","Germantown, MD",51 to 200 employees,0,0,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
434,Data Scientist,79000,133000,3.1,Werner Enterprises Inc,"Omaha, NE","Omaha, NE",10000+ employees,1956,68,Company - Public,Logistics & Supply Chain,Transportation & Logistics,$100 to $500 million (USD)
435,Data Scientist,79000,133000,5.0,PeopleCom,"McLean, VA","Reston, VA",1 to 50 employees,0,0,Company - Private,,,Unknown / Non-Applicable
436,Data Scientist - Machine Learning,79000,133000,5.0,VANTA Partners,"Open Fork, VA","Clifton Park, NY",1 to 50 employees,2018,6,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
437,Data Scientist,79000,133000,1.0,B4Corp,"Reston, VA","Leesburg, VA",51 to 200 employees,0,0,Company - Private,IT Services,Information Technology,$25 to $50 million (USD)
438,Data Scientist,79000,133000,1.0,"Blue Icy Water, LLC",United States,"Livonia, MI",1 to 50 employees,0,0,Company - Private,,,$2 to $5 billion (USD)
439,Data Scientist,79000,133000,3.5,"Farmer's Business Network, Inc.","San Carlos, CA","San Carlos, CA",201 to 500 employees,2014,10,Company - Private,Farm Support Services,Agriculture & Forestry,$5 to $10 billion (USD)
440,Data Scientist,79000,133000,1.0,Sonde Health,"Boston, MA","Boston, MA",1 to 50 employees,0,0,Private Practice / Firm,Health Care Services & Hospitals,Health Care,$10+ billion (USD)
441,Data Scientist,79000,133000,5.0,Maxiom,"Ashburn, VA","Ashburn, VA",1 to 50 employees,0,0,Company - Public,,,$100 to $500 million (USD)
442,Data Scientist,79000,133000,2.7,Change Healthcare,"Lombard, IL","Nashville, TN",10000+ employees,2007,17,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable
443,Data Scientist,79000,133000,4.1,DCS Corp,"Hampton, VA","Alexandria, VA",1001 to 5000 employees,1977,47,Company - Private,Research & Development,Business Services,$10+ billion (USD)
444,Data Scientist,79000,133000,2.1,Hive (CA),"San Francisco, CA","Los Angeles, CA",,2019,5,Company - Private,Telecommunications Services,Telecommunications,$25 to $50 million (USD)
445,Machine Learning Engineer/Scientist,79000,133000,4.8,Jane Street,"New York, NY","New York, NY",501 to 1000 employees,2000,24,Company - Private,Investment Banking & Asset Management,Finance,$1 to $5 million (USD)
446,Data Scientist - Intermediate,69000,116000,4.5,Envision LLC,"Saint Louis, MO","Saint Louis, MO",201 to 500 employees,1994,30,Company - Private,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD)
447,Principal Data Scientist,69000,116000,4.0,Autodesk,"San Francisco, CA","San Rafael, CA",5001 to 10000 employees,1982,42,Company - Public,Computer Hardware & Software,Information Technology,$50 to $100 million (USD)
448,Data Scientist,69000,116000,3.3,Hackensack Meridian Health,"Edison, NJ","Edison, NJ",10000+ employees,0,0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Less than $1 million (USD)
449,"Senior Data Scientist â€“ Image Analytics, Novartis AI Innovation Lab",69000,116000,3.9,Novartis,"Cambridge, MA","Basel, Switzerland",10000+ employees,1996,28,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
450,Data Scientist,69000,116000,3.2,Net2Source Inc.,"Alpharetta, GA","Somerset, NJ",1001 to 5000 employees,2007,17,Company - Private,Staffing & Outsourcing,Business Services,
451,Data Scientist,69000,116000,3.2,The Trade Desk,"Boulder, CO","Ventura, CA",1001 to 5000 employees,2009,15,Company - Public,Internet,Information Technology,$100 to $500 million (USD)
452,Data Scientist- Industrial Discrete Sector Industry,69000,116000,3.7,IBM,"Atlanta, GA","Armonk, NY",10000+ employees,1911,113,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable
453,Data Scientist,69000,116000,4.4,Knowesis Inc.,"Falls Church, VA","Fairfax, VA",51 to 200 employees,2007,17,Company - Private,Consulting,Business Services,$5 to $10 million (USD)
454,Data Scientist,69000,116000,3.1,MoTek Technologies,"Mountain View, CA","San Jose, CA",1 to 50 employees,2009,15,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
455,Data Scientist,69000,116000,3.3,The Davey Tree Expert Company,"Kent, OH","Kent, OH",10000+ employees,1880,144,Self-employed,Timber Operations,Agriculture & Forestry,Less than $1 million (USD)
456,Data Scientist,69000,116000,3.5,HPOne,"Trumbull, CT","Trumbull, CT",501 to 1000 employees,2006,18,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable
457,Data Scientist,69000,116000,1.0,Stride Search,"San Francisco, CA","Westlake Village, CA",1 to 50 employees,0,0,Company - Private,,,$10 to $25 million (USD)
458,Machine Learning Engineer,69000,116000,2.6,Software Engineering Institute,"Pittsburgh, PA","Pittsburgh, PA",501 to 1000 employees,1984,40,College / University,Colleges & Universities,Education,Unknown / Non-Applicable
459,Data Scientist,69000,116000,1.0,Blue Cloak LLC,"Sterling, VA",,,0,0,,,,$50 to $100 million (USD)
460,Data Scientist,69000,116000,2.7,TBWA\Chiat\Day,"New York, NY","New York, NY",1001 to 5000 employees,1968,56,Company - Public,Advertising & Marketing,Business Services,Unknown / Non-Applicable
461,Data Scientist,69000,116000,3.5,ThreeBridge Solutions,"Alpharetta, GA","Minneapolis, MN",501 to 1000 employees,2009,15,Company - Private,Consulting,Business Services,$100 to $500 million (USD)
462,Data Scientist,69000,116000,3.2,"Numeric, LLC","Philadelphia, PA","Chadds Ford, PA",1 to 50 employees,0,0,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
463,Data Analyst - Unilever Prestige,69000,116000,3.8,Dermalogica,"Carson, CA","Carson, CA",201 to 500 employees,1986,38,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD)
464,Data Scientist,69000,116000,4.2,Centraprise,"Foster City, CA","Edison, NJ",51 to 200 employees,0,0,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
465,Data Scientist,69000,116000,4.8,TechProjects,"New York, NY","North Brunswick, NJ",1 to 50 employees,2011,13,Company - Private,IT Services,Information Technology,$2 to $5 billion (USD)
466,Data Scientist,69000,116000,4.2,DW Simpson,"Frederick, MD","Chicago, IL",51 to 200 employees,1989,35,Company - Private,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD)
467,Data & Machine Learning Scientist,31000,56000,3.3,Tempus Labs,"Chicago, IL","Chicago, IL",501 to 1000 employees,2015,9,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Less than $1 million (USD)
468,Data Scientist,31000,56000,4.0,Grid Dynamics,"Santa Clara, CA","San Ramon, CA",1001 to 5000 employees,2006,18,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD)
469,"VP, Data Science",31000,56000,3.9,7Park Data,"New York, NY","New York, NY",51 to 200 employees,2012,12,Company - Private,Research & Development,Business Services,$10 to $25 million (USD)
470,Senior Business Intelligence Analyst,31000,56000,3.7,Protolabs,"Maple Plain, MN","Maple Plain, MN",1001 to 5000 employees,1999,25,Company - Public,Miscellaneous Manufacturing,Manufacturing,$50 to $100 million (USD)
471,Data Scientist,31000,56000,3.9,LinQuest,"Colorado Springs, CO","Los Angeles, CA",501 to 1000 employees,2004,20,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD)
472,Data Engineer - Kafka,31000,56000,3.5,Western Digital,"San Jose, CA","San Jose, CA",10000+ employees,1970,54,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD)
473,Data Scientist,31000,56000,4.0,Trexquant Investment,United States,"Stamford, CT",1 to 50 employees,2012,12,Company - Private,Investment Banking & Asset Management,Finance,$2 to $5 billion (USD)
474,Data Scientist,31000,56000,3.0,Ameritas Life Insurance Corp,"Cincinnati, OH","Lincoln, NE",1001 to 5000 employees,1887,137,Company - Private,Insurance Agencies & Brokerages,Insurance,$100 to $500 million (USD)
475,Data Scientist,31000,56000,3.7,Fleetcor,"Atlanta, GA","Atlanta, GA",5001 to 10000 employees,2000,24,Company - Public,Financial Transaction Processing,Finance,$1 to $2 billion (USD)
476,Data Scientist,31000,56000,4.5,Radiant Digital,"Washington, DC","New York, NY",1 to 50 employees,0,0,Company - Private,,,Unknown / Non-Applicable
477,Data Scientist,31000,56000,2.8,Child Care Aware of America,"Arlington, VA","Arlington, VA",51 to 200 employees,1987,37,Nonprofit Organization,Social Assistance,Non-Profit,$1 to $5 million (USD)
478,Data Scientist,31000,56000,4.1,IntelliPro Group Inc.,"Santa Clara, CA","Santa Clara, CA",201 to 500 employees,0,0,Company - Private,,,Unknown / Non-Applicable
479,In-Line Inspection Data Analyst,31000,56000,2.9,Quest Integrity,"Tulsa, OK","Kent, WA",201 to 500 employees,1996,28,Company - Public,Oil & Gas Services,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable
480,Data Scientist,31000,56000,4.7,Praxis Engineering,"Chantilly, VA","Annapolis Junction, MD",201 to 500 employees,2002,22,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$1 to $5 million (USD)
481,Data Scientist,31000,56000,3.4,USI,"Southfield, MI","Saint Paul, MN",1001 to 5000 employees,1998,26,Company - Private,Construction,"Construction, Repair & Maintenance",Less than $1 million (USD)
482,Data Scientist,31000,56000,3.9,Apex Systems,"San Francisco, CA","Glen Allen, VA",1001 to 5000 employees,1995,29,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$1 to $5 million (USD)
483,Data Scientist,31000,56000,2.9,"Pragmatics, Inc.",United States,"Reston, VA",201 to 500 employees,1985,39,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
484,Decision Scientist,31000,56000,4.5,Johns Hopkins University Applied Physics Laboratory,"Laurel, MD","Laurel, MD",5001 to 10000 employees,1942,82,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD)
485,Data Scientist,31000,56000,4.9,Cambridge Mobile Telematics,"Cambridge, MA","Cambridge, MA",1 to 50 employees,2010,14,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD)
486,Data Scientist - TS/SCI FSP or CI Required,31000,56000,5.0,Phoenix Operations Group,"Annapolis Junction, MD","Woodbine, MD",1 to 50 employees,2011,13,Company - Private,IT Services,Information Technology,
487,"Data Scientist, Applied Machine Learning - Bay Area",95000,119000,3.3,Tempus Labs,"Redwood City, CA","Chicago, IL",501 to 1000 employees,2015,9,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,
488,Data Scientist,95000,119000,3.5,The Knot Worldwide,"Washington, DC","Chevy Chase, MD",1001 to 5000 employees,2019,5,Company - Private,Internet,Information Technology,
489,Data Scientist,95000,119000,3.5,Crossover Health,"San Clemente, CA","Aliso Viejo, CA",1 to 50 employees,2010,14,Company - Private,Health Care Services & Hospitals,Health Care,
490,Data Scientist,95000,119000,4.0,Lorven Technologies Inc,"New York, NY","Plainsboro, NJ",1 to 50 employees,0,0,Company - Private,Accounting,Accounting & Legal,
491,Data Analyst,95000,119000,3.9,Nolij Consulting,"Falls Church, VA","Vienna, VA",51 to 200 employees,2012,12,Company - Public,Consulting,Business Services,
492,Data Scientist,95000,119000,3.4,Dice.com,"Newton, MA","Denver, CO",201 to 500 employees,1990,34,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$10 to $25 million (USD)
493,Data Scientist,95000,119000,3.5,Gap Inc.,"San Francisco, CA","San Francisco, CA",10000+ employees,1969,55,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10 to $25 million (USD)
494,Data Scientist,95000,119000,4.7,"Tygart Technology, Inc","Washington, DC","Fairmont, WV",1 to 50 employees,0,0,Company - Private,,,$1 to $5 million (USD)
495,Data Scientist,95000,119000,1.0,Hatch Data Inc,"San Francisco, CA",,,0,0,,,,Unknown / Non-Applicable
496,Data Scientist,95000,119000,1.0,Hatch Data Inc,"San Francisco, CA",,,0,0,,,,$10 to $25 million (USD)
497,Data Scientist,95000,119000,1.0,Hatch Data Inc,"San Francisco, CA",,,0,0,,,,$25 to $50 million (USD)
498,Data Scientist,95000,119000,1.0,Hatch Data Inc,"San Francisco, CA",,,0,0,,,,$1 to $5 million (USD)
499,Data Scientist,95000,119000,1.0,Hatch Data Inc,"San Francisco, CA",,,0,0,,,,$10+ billion (USD)
500,Data Scientist,95000,119000,1.0,Hatch Data Inc,"San Francisco, CA",,,0,0,,,,$10+ billion (USD)
501,Data Scientist,95000,119000,4.6,Murray Resources,"The Woodlands, TX","Houston, TX",1 to 50 employees,1988,36,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
502,Data Scientist,95000,119000,4.0,New York Technology Partners,"Seattle, WA","Jersey City, NJ",51 to 200 employees,1999,25,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
503,Data Scientist,95000,119000,4.0,Two95 International Inc.,"Chicago, IL","Cherry Hill, NJ",1 to 50 employees,0,0,Company - Private,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD)
504,Data Scientist,95000,119000,1.0,Sophinea,"Chantilly, VA",,1 to 50 employees,0,0,,,,Less than $1 million (USD)
505,Data Scientist,95000,119000,4.7,CRS Group,"Chicago, IL","Itasca, IL",51 to 200 employees,1994,30,Company - Private,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD)
506,Data Scientist,95000,119000,3.5,Blackstone Talent Group,"San Francisco, CA","San Francisco, CA",51 to 200 employees,1998,26,Company - Private,Consulting,Business Services,Unknown / Non-Applicable
507,Data Scientist - TS/SCI Required,95000,119000,5.0,Phoenix Operations Group,"Baltimore, MD","Woodbine, MD",1 to 50 employees,2011,13,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD)
508,Senior Principal Data Scientist (Python/R),212000,331000,4.1,Roche,"Pleasanton, CA","Basel, Switzerland",10000+ employees,1896,128,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
509,"Real World Science, Data Scientist",212000,331000,4.0,AstraZeneca,"Wilmington, DE","Cambridge, United Kingdom",10000+ employees,1913,111,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
510,Data Scientist,212000,331000,3.6,Creative Circle,United States,"Los Angeles, CA",201 to 500 employees,2002,22,Company - Public,Staffing & Outsourcing,Business Services,
511,Data Scientist(s)/Machine Learning Engineer,212000,331000,5.0,Blue Horizon Tek Solutions,"New York, NY","Coconut Creek, FL",1 to 50 employees,1987,37,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD)
512,Senior Data Scientist,212000,331000,3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",5001 to 10000 employees,0,0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD)
513,Data Scientist,212000,331000,4.7,Sharpedge Solutions Inc,"Seattle, WA","Lombard, IL",,0,0,Company - Private,Publishing,Media,Unknown / Non-Applicable
514,Data Scientist,212000,331000,3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",5001 to 10000 employees,0,0,Company - Public,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD)
515,Data Scientist,212000,331000,3.6,Alaka`ina Foundation Family of Companies,"Fort Sam Houston, TX","Honolulu, HI",501 to 1000 employees,0,0,Government,,,Unknown / Non-Applicable
516,ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,212000,331000,3.9,Southwest Research Institute,"Oklahoma City, OK","San Antonio, TX",1001 to 5000 employees,1947,77,Nonprofit Organization,Research & Development,Business Services,Unknown / Non-Applicable
517,Data Scientist,212000,331000,2.7,Hexagon US Federal,"Lexington Park, MD","Chantilly, VA",51 to 200 employees,2010,14,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD)
518,Data Science Software Engineer,212000,331000,4.8,Klaviyo,"Boston, MA","Boston, MA",201 to 500 employees,2012,12,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD)
519,"Scientist / Group Lead, Cancer Biology",212000,331000,1.0,Monte Rosa Therapeutics,"Cambridge, MA",,,0,0,,,,$25 to $50 million (USD)
520,Data Scientist,212000,331000,4.0,Comtech Global Inc,"Washington, DC","Columbus, OH",51 to 200 employees,0,0,Company - Private,"Health, Beauty, & Fitness",Consumer Services,Unknown / Non-Applicable
521,Data Scientist,212000,331000,3.8,"Aveshka, Inc.","Washington, DC","Arlington, VA",51 to 200 employees,2010,14,Company - Public,IT Services,Information Technology,$25 to $50 million (USD)
522,"Manager, Field Application Scientist, Southeast",212000,331000,4.2,10x Genomics,"Raleigh, NC","Pleasanton, CA",501 to 1000 employees,2012,12,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
523,COMPUTER SCIENTIST - ENGINEER - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING,212000,331000,3.9,Southwest Research Institute,"Dayton, OH","San Antonio, TX",1001 to 5000 employees,1947,77,Nonprofit Organization,Research & Development,Business Services,$1 to $5 million (USD)
524,Data Scientist,212000,331000,1.0,CompuForce,"New York, NY","New York, NY",,0,0,Company - Private,,,Unknown / Non-Applicable
525,Data Scientist,212000,331000,4.5,Smith Hanley Associates,"Washington, DC","New York, 061",1 to 50 employees,1980,44,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
526,Scientist - Machine Learning,212000,331000,3.5,Allen Institute,"Seattle, WA","Seattle, WA",201 to 500 employees,2003,21,Nonprofit Organization,Research & Development,Business Services,$10+ billion (USD)
527,Data Scientist,212000,331000,2.7,1-800-Flowers,"New York, NY","Carle Place, NY",1001 to 5000 employees,1976,48,Company - Public,Wholesale,Business Services,$1 to $2 billion (USD)
528,Data Scientist,212000,331000,3.5,Aptive,"Washington, DC","Alexandria, VA",51 to 200 employees,2012,12,Company - Private,Consulting,Business Services,Unknown / Non-Applicable
529,Data Scientist - Image and Video Analytics,66000,112000,4.9,The Mom Project,"Longmont, CO","Chicago, IL",1 to 50 employees,2016,8,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
530,Data Scientist,66000,112000,3.6,Powertek,"Washington, DC","Rockville, MD",51 to 200 employees,2001,23,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
531,Data Scientist,66000,112000,5.0,JCD Staffing,"Washington, DC","Germantown, MD",1 to 50 employees,0,0,Company - Private,,,$50 to $100 million (USD)
532,Data Scientist,66000,112000,3.1,Bayside Solutions,"Sunnyvale, CA","Pleasanton, CA",1 to 50 employees,2001,23,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
533,Senior Data Engineer,66000,112000,3.9,Thumbtack,"San Francisco, CA","San Francisco, CA",501 to 1000 employees,2009,15,Company - Private,Internet,Information Technology,$500 million to $1 billion (USD)
534,Data Scientist,66000,112000,3.4,"MILVETS Systems Technology, Inc.","Patuxent, Anne Arundel, MD","Orlando, FL",51 to 200 employees,1986,38,Company - Private,IT Services,Information Technology,$25 to $50 million (USD)
535,Machine Learning Scientist / Engineer,66000,112000,4.1,Apple,"Santa Clara, CA","Cupertino, CA",10000+ employees,1976,48,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
536,Data Scientist,66000,112000,4.1,Kforce,"Fairfax, VA","Tampa, FL",10000+ employees,1966,58,Company - Public,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
537,Sr. Data Scientist,66000,112000,3.5,Evolve Vacation Rental,"Denver, CO","Denver, CO",201 to 500 employees,2011,13,Company - Private,Travel Agencies,Travel & Tourism,Unknown / Non-Applicable
538,"Intelligence Data Analyst, Senior",66000,112000,4.3,The Buffalo Group,"Fort Belvoir, VA","Reston, VA",501 to 1000 employees,2010,14,Company - Private,IT Services,Information Technology,$10 to $25 million (USD)
539,Data Science Analyst,66000,112000,4.4,OppLoans,"Chicago, IL","Chicago, IL",201 to 500 employees,2012,12,Company - Private,Lending,Finance,$10+ billion (USD)
540,Data Scientist,66000,112000,3.8,AgreeYa Solutions,"Thousand Oaks, CA","Folsom, CA",1001 to 5000 employees,1999,25,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
541,Data Scientist,66000,112000,3.7,Carolina Power & Light Co,"McLean, VA","Raleigh, NC",5001 to 10000 employees,1908,116,Subsidiary or Business Segment,Energy,"Oil, Gas, Energy & Utilities",$25 to $50 million (USD)
542,COMPUTER SCIENTIST - ENGINEER - RESEARCH COMPUTER SCIENTIST - TRANSPORTATION TECHNOLOGY,66000,112000,3.9,Southwest Research Institute,"San Antonio, TX","San Antonio, TX",1001 to 5000 employees,1947,77,Nonprofit Organization,Research & Development,Business Services,Unknown / Non-Applicable
543,Data Scientist,66000,112000,3.9,Brillient,"Silver Spring, MD","Reston, VA",501 to 1000 employees,2006,18,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
544,Data Modeler (Analytical Systems),66000,112000,3.7,MassMutual,"Boston, MA","Springfield, MA",5001 to 10000 employees,1851,173,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD)
545,Data Scientist,66000,112000,2.9,Xator Corporation,"Washington, DC","Reston, VA",501 to 1000 employees,0,0,Contract,IT Services,Information Technology,$10+ billion (USD)
546,Data Scientist,66000,112000,4.6,HAN IT Staffing Inc.,"New York, NY","Totowa, NJ",51 to 200 employees,2012,12,Company - Private,IT Services,Information Technology,
547,Data Scientist,66000,112000,3.4,Infinitive Inc,"McLean, VA","Cedar Rapids, IA",201 to 500 employees,1997,27,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
548,"Data Engineer (Analytics, SQL, Python, AWS)",66000,112000,4.0,Travelers,"Hartford, CT","Hartford, CT",10000+ employees,1853,171,Company - Public,Insurance Carriers,Insurance,$500 million to $1 billion (USD)
549,Data Scientist 3 (718),128000,201000,3.3,Amyris,"Emeryville, CA","Emeryville, CA",201 to 500 employees,2003,21,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD)
550,Data Scientist,128000,201000,4.3,Lightspeed Systems,"Austin, TX","Austin, TX",51 to 200 employees,1999,25,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
551,Senior Data Scientist,128000,201000,3.9,Thumbtack,"San Francisco, CA","San Francisco, CA",501 to 1000 employees,2009,15,Company - Private,Internet,Information Technology,$25 to $50 million (USD)
552,Senior Data Analyst - Finance & Platform Analytics,128000,201000,3.6,Twitch,"San Francisco, CA","San Francisco, CA",1001 to 5000 employees,2011,13,Subsidiary or Business Segment,Internet,Information Technology,$1 to $2 billion (USD)
553,Software Engineer - Machine Learning & Data Science (Applied Intelligence Services Team),128000,201000,4.7,New Relic,"Portland, OR","San Francisco, CA",1001 to 5000 employees,2008,16,Company - Public,Computer Hardware & Software,Information Technology,$500 million to $1 billion (USD)
554,IT Partner Digital Health Technology and Data Science,128000,201000,3.6,Biogen,"Cambridge, MA","Cambridge, MA",5001 to 10000 employees,1978,46,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
555,Data Scientist,128000,201000,1.0,HireAi,"San Francisco, CA",,,0,0,,,,Unknown / Non-Applicable
556,"Senior Machine Learning Scientist - Bay Area, CA",128000,201000,3.3,Tempus Labs,"Redwood City, CA","Chicago, IL",501 to 1000 employees,2015,9,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD)
557,Data Scientist,128000,201000,3.3,ICW Group,"San Diego, CA","San Diego, CA",501 to 1000 employees,1972,52,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD)
558,Clinical Data Analyst,128000,201000,3.8,NYSTEC,"New York, NY","Rome, NY",51 to 200 employees,1996,28,Nonprofit Organization,Consulting,Business Services,Unknown / Non-Applicable
559,Data Scientist,128000,201000,4.5,E3 Federal Solutions,"Chantilly, VA","McLean, VA",501 to 1000 employees,2004,20,Company - Private,Consulting,Business Services,Unknown / Non-Applicable
560,Data Engineer,128000,201000,4.5,Kingfisher Systems,"Falls Church, VA","Falls Church, VA",51 to 200 employees,2005,19,Company - Private,Federal Agencies,Government,$1 to $2 billion (USD)
561,Data Scientist Technical Specialist,128000,201000,3.4,Peraton,"Chantilly, VA","Herndon, VA",1001 to 5000 employees,2017,7,Company - Private,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD)
562,Senior Data Scientist,128000,201000,3.1,Group O,"Chicago, IL","Milan, IL",1001 to 5000 employees,1974,50,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD)
563,Data Science Manager,128000,201000,4.0,Autodesk,"San Francisco, CA","San Rafael, CA",5001 to 10000 employees,1982,42,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD)
564,Computer Vision / Deep Learning Scientist,128000,201000,3.3,Tempus Labs,"Chicago, IL","Chicago, IL",501 to 1000 employees,2015,9,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
565,Big Data Engineer,128000,201000,4.1,CaptiveAire,"Raleigh, NC","Raleigh, NC",1001 to 5000 employees,1976,48,Company - Private,Industrial Manufacturing,Manufacturing,$100 to $500 million (USD)
566,Data Architect,128000,201000,4.2,LSQ,"Orlando, FL","Orlando, FL",51 to 200 employees,1996,28,Company - Private,Investment Banking & Asset Management,Finance,$100 to $500 million (USD)
567,Machine Learning Engineer,128000,201000,3.9,Temboo,"New York, NY","New York, NY",1 to 50 employees,0,0,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
568,Data Scientist,128000,201000,1.0,Kibo,"Philadelphia, PA","Marbella, Spain",,0,0,Company - Public,,,Unknown / Non-Applicable
569,Aviation AI/ML Data Scientist,128000,201000,3.3,MITRE,"McLean, VA","Bedford, MA",5001 to 10000 employees,1958,66,Nonprofit Organization,Federal Agencies,Government,Unknown / Non-Applicable
570,Data Scientist,138000,158000,3.9,Mars,United States,"Mc Lean, VA",10000+ employees,1911,113,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable
571,Data Scientist / Applied Mathematician,138000,158000,4.5,"Fullpower Technologies, Inc.","Santa Cruz, CA","Santa Cruz, CA",51 to 200 employees,2003,21,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
